org.apache.commons.collections4.comparators.TransformingComparator	compare	(Ljava/lang/Object;Ljava/lang/Object;)I
org.apache.commons.collections4.functors.InstantiateTransformer	transform	(Ljava/lang/Object;)Ljava/lang/Object;
